baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000168264	9961.99674165422	2.5361702751763	0.0983216122941981	25.7946367639656	1.01849434700088e-146	3.15733247570274e-145
ENSG00000175130	4503.30773853139	-3.00756593840606	0.133898297206879	-22.4615697222739	9.86411757126702e-112	1.52893822354639e-110
ENSG00000105887	29118.329838096	2.67532006567557	0.119950457179163	22.3035420505284	3.41381050762881e-110	3.52760419121644e-109
ENSG00000105968	18191.3017001408	2.38437338921396	0.107044680649895	22.2745621243188	6.52120521339727e-110	5.05393404038289e-109
ENSG00000075624	96510.5674345077	-2.32351986099566	0.111313659569918	-20.8736274593165	9.30016743043519e-97	5.76610380686982e-96
